road,chainage,lrp,lat,lon,gap,type,name,is_intersection,model_type
N106,31.084,LRP033,22.5411108,91.9718049,,KmPost,Km post missing,False,nan
N106,31.247,LRP033a,22.5412497,91.973166,,Culvert,Box Culvert,False,nan
N106,31.347,LRP033b,22.5413886,91.9742216,,Culvert,Box Culvert,False,nan
N106,31.353,LRP034,22.5413886,91.9742493,,KmPost,"Rangamati 36 km,Betbunia 4 km",False,nan
N106,31.495,LRP034a,22.5417219,91.9755549,,Culvert,Box Culvert,False,nan
N106,31.596,LRP034b,22.5421108,91.976416,,Culvert,Box Culvert,False,nan
N106,31.68,LRP034c,22.5418052,91.977166,,Culvert,Box Culvert,False,nan
N106,31.861,LRP034d,22.5404997,91.9781104,,Culvert,Box Culvert,False,nan
N106,32.113,LRP034e,22.5394441,91.9801938,,Culvert,Box Culvert,False,nan
N106,32.354,LRP034f,22.5389719,91.9820271,,Culvert,Box Culvert,False,nan
N106,32.384,LRP035,22.539083,91.9822493,,KmPost,"Rangamati 35 km, Betbunia 3 km",False,nan
N106,32.517,LRP035a,22.5396108,91.9833049,,Culvert,Box Culvert,False,nan
N106,32.672,LRP035b,22.5404163,91.9842774,,Culvert,Box Culvert,False,nan
N106,32.887,LRP035c,22.542083,91.9851941,,Culvert,Box Culvert,False,nan
N106,32.999,LRP035d,22.5429719,91.9854163,,Culvert,Box Culvert,False,nan
N106,33.161,LRP035e,22.5443886,91.9855552,,Culvert,Box Culvert,False,nan
N106,33.407,LRP036,22.5459997,91.9871108,,KmPost,"Rangamati 34 km, Betbunia 2 km",False,nan
N106,33.48,LRP036a,22.5464441,91.987583,,Culvert,Box Culvert,False,nan
N106,33.624,LRP036b,22.5468052,91.9886941,,Culvert,Box Culvert,False,nan
N106,33.738,LRP036c,22.5464441,91.9896941,,Culvert,Box Culvert,False,nan
N106,34.087,LRP036d,22.5450552,91.9926941,,Culvert,Box Culvert,False,nan
N106,34.22,LRP036e,22.545249035185183,91.99390279907408,,Culvert,Box Culvert,False,nan
N106,34.411,LRP036f,22.5455274,91.9956386,,Culvert,Box Culvert,False,nan
N106,34.44,LRP036g,22.5456108,91.9959163,,Culvert,Box Culvert,False,nan
N106,34.514,LRP037,22.5457497,91.9966386,,KmPost,"Rangamati 34 km, Betbunia 1 km",False,nan
N106,34.708,LRP037a,22.5458886,91.9983608,,Culvert,Box Culvert,False,nan
N106,34.936,LRP037b,22.5454719,92.0003333,,Culvert,Box Culvert,False,nan
N106,35.02,LRP037c,22.5455274,92.0050278,,Culvert,Box Culvert,False,nan
N106,35.514,LRP038,22.5453052,92.0053611,,KmPost,Km post missing,False,nan
N106,35.917,LRP038a,22.5439719,92.0088611,,Culvert,Box Culvert,False,nan
N106,36.024,LRP038b,22.5439163,92.0099167,,Culvert,Box Culvert,False,nan
N106,36.56,LRP039,22.5479441,92.0118611,,KmPost,Rangamati 31 km,False,nan
N106,36.594,LRP039a,22.5481941,92.012,,Culvert,Box Culvert,False,nan
N106,36.827,LRP039b,22.549833,92.0133056,,Culvert,Box Culvert,False,nan
N106,37.25,LRP039c,22.5524444,92.0162222,,"SideRoad,Left",Road from Kawakhali,False,nan
N106,37.289,LRP039d,22.5526389,92.0165278,BS,Bridge,Bridge start,False,nan
N106,37.318,LRP039e,22.5527778,92.0167493,BE,Bridge,Bridge end,False,nan
N106,37.403,LRP040,22.5529444,92.0174438,,KmPost,Ranga mati 30 km,False,nan
N106,37.459,LRP040a,22.5530278,92.0179716,,Culvert,Box culvert,False,nan
N106,37.704,LRP040b,22.5541667,92.0198604,,Culvert,Box culvert,False,nan
N106,38.086,LRP040c,22.5552778,92.0236382,,Culvert,Box culvert,False,nan
N106,38.454,LRP041,22.5559167,92.0266938,,KmPost,Rangamati 29 km,False,nan
N106,39.137,LRP041a,22.5585278,92.0325827,,Culvert,Box culvert,False,nan
N106,39.409,LRP042,22.5597778,92.0346108,,KmPost,Rangamati 28 km,False,nan
N106,39.639,LRP042a,22.5611111,92.0359997,,Culvert,Box culvert,False,nan
N106,40.04,LRP042b,22.5638611,92.0381386,,Culvert,Box culvert,False,nan
N106,40.589,LRP043,22.5683882,92.0397774,,KmPost,Rangamati 27 km,False,nan
N106,40.759,LRP043a,22.569666,92.0404997,BS,Bridge,Ranirhat bridge,False,nan
N106,40.892,LRP043b,22.5707771,92.0409163,BE,Bridge,Ranirhat bridge,False,nan
N106,41.364,LRP043c,22.5746938,92.0427497,,Culvert,Box culvert,False,nan
N106,41.529,LRP044,22.5758049,92.0435552,,KmPost,Rangamati 26 km,False,nan
N106,41.609,LRP044a,22.5762493,92.0440274,,Culvert,Box culvert,False,nan
N106,41.825,LRP044b,22.5774993,92.0454719,,"SideRoad,Left",Z1617,False,nan
N106,42.186,LRP044c,22.5798049,92.0476663,,Culvert,Box culvert,False,nan
N106,42.349,LRP044d,22.5807493,92.0488052,,Culvert,Box culvert,False,nan
N106,42.524,LRP045,22.5815827,92.0501389,,KmPost,"Rangamati 25 km,Ghagra 6 km",False,nan
N106,43.186,LRP045a,22.5839441,92.0558611,,Culvert,Box culvert,False,nan
N106,43.602,LRP046,22.5852774,92.0595833,,KmPost,"Rangamati 24 km,Ghagra 6 km",False,nan
N106,44.0,LRP046a,22.5869163,92.0629722,,Culvert,Box culvert,True,intersection
N106,44.72,LRP047,22.5900274,92.0690827,,KmPost,"Rangamati 23 km,Ghagra 5 km",False,nan
N106,45.242,LRP047a,22.5935552,92.0714716,BS,Bridge,Bridge start,False,nan
N106,45.26,LRP047b,22.5935274,92.0716382,BE,Bridge,Bridge end,True,intersection
N106,45.72,LRP048,22.5942497,92.0758049,,KmPost,Km post missing,False,nan
N106,45.735,LRP048a,22.5943052,92.0758604,,Culvert,Box culvert,False,nan
N106,46.17,LRP048b,22.5969997,92.0788604,,Culvert,Box culvert,False,nan
N106,46.422,LRP048c,22.5981108,92.0808604,,Culvert,Box culvert,False,nan
N106,46.72,LRP049,22.5986386,92.0836386,,KmPost,Km post missing,False,nan
N106,47.641,LRP050,22.6033611,92.0904719,,KmPost,"Rangamati 20 km,Ghagra 2 km",False,nan
N106,48.732,LRP051,22.6078611,92.0956386,,KmPost,Information missing,False,nan
N106,48.879,LRP051a,22.6088889,92.0964719,,"SideRoad,Right","R161, Road to Bandarban",False,nan
N106,49.001,LRP051b,22.6094444,92.0973886,,Culvert,Box culvert,False,nan
N106,49.637,LRP052,22.6122222,92.1019722,,KmPost,"Rangamati 18 km,Ghagra 0 km",False,nan
N106,50.365,LRP052a,22.6188049,92.1027778,,Culvert,Box culvert,False,nan
N106,50.608,LRP052b,22.6192493,92.1031944,,Culvert,Box culvert,False,nan
N106,50.742,LRP053,22.6203604,92.1038056,,KmPost,Rangamati 17 km,False,nan
N106,51.118,LRP053a,22.6221104,92.1066111,,Culvert,Box culvert,False,nan
N106,51.289,LRP053b,22.622916,92.1081111,,Culvert,Box culvert,False,nan
N106,51.656,LRP054,22.6240827,92.1106667,,KmPost,Rangamati 16 km,False,nan
N106,51.94,LRP054a,22.6267216,92.1125278,,Culvert,Box culvert,False,nan
N106,52.145,LRP054b,22.6277771,92.1130833,,Culvert,Box culvert,False,nan
N106,52.272,LRP054c,22.6287216,92.1128056,,Culvert,Box culvert,False,nan
N106,52.361,LRP054d,22.6294993,92.1128056,,Culvert,Box culvert,False,nan
N106,52.63,LRP054e,22.6314438,92.1136667,,Culvert,Box Culvert`,False,nan
N106,52.754,LRP055,22.6320549,92.1146389,,KmPost,Information missing,False,nan
N106,53.511,LRP055a,22.6378608,92.1161944,,Culvert / Culvert,Box culvert / Pipe Culvert,False,nan
N106,53.71,LRP056,22.6393608,92.1153056,,KmPost,Rangamati 14 km,False,nan
N106,54.41,LRP056a,22.6400552,92.1198604,,Culvert,Box culvert,False,nan
N106,54.77,LRP057,22.6411663,92.1224716,,KmPost,Rangamati 13 km,False,nan
N106,54.787,LRP057a,22.6412497,92.1224993,,Culvert,Box culvert,False,nan
N106,55.809,LRP058,22.6446108,92.1289716,,KmPost,Rangamati 12 km,False,nan
N106,56.737,LRP059,22.6461941,92.1339441,,KmPost,"Rangamati 11 km, Manikchan 1 km",False,nan
N106,57.056,LRP059a,22.6474163,92.1364163,BS,Bridge,Bridge start,False,nan
N106,57.142,LRP059b,22.6480552,92.136833,BE,Bridge,Bridge end,False,nan
N106,57.303,LRP059c,22.6488886,92.1379997,,"SideRoad,Left","R162, Road to Khagrachari",False,nan
N106,57.779,LRP060,22.6510833,92.1412497,,KmPost,"Rangamati 10 km,Manikchhari  0 km",False,nan
N106,58.779,LRP061,22.654,92.1470274,,KmPost,Km post missing,False,nan
N106,59.605,LRP062,22.6584167,92.1513611,,KmPost,Rangamati 8 km,False,nan
N106,60.615,LRP063,22.6631389,92.1578889,,KmPost,Rangamati 7 km,False,nan
N106,61.615,LRP064,22.6612778,92.1665833,,KmPost,Km post missing,False,nan
N106,62.615,LRP065,22.6574444,92.1738604,,KmPost,Km post missing,False,nan
N106,63.625,LRP066,22.6522778,92.1796382,,KmPost,Rangamati 4 km,False,nan
N106,64.625,LRP067,22.647083,92.1852219,,KmPost,Km post missing,False,nan
N106,65.525,LRP068,22.6463052,92.1926663,,KmPost,Rangamati 2 km,False,nan
N106,66.425,LRP069,22.6454441,92.1974163,,KmPost,Police Comissionar Bunglow 1 km,False,nan
N106,66.85,LRPE,22.6485274,92.2018333,,Others,The road ends Infront of DC Bunglow,False,nan
N107,0.0,LRPS,22.3944163,91.891833,,Others,Start of Road from Kalurghat Bridge End,True,intersection
N107,0.309,LRPSa,22.3921941,91.8931663,BS,Bridge,Bridge start,False,nan
N107,0.342,LRPSb,22.3918886,91.8931108,BE,Bridge,Bridge end,True,intersection
N107,1.0,LRP001,22.3878886,91.8976108,,KmPost,Km post missing,True,intersection
N107,1.835,LRP001a,22.3823604,91.9030556,,Culvert,Box culvert,False,nan
N107,2.018,LRP002,22.3815827,91.9046667,,KmPost,Information missing,False,nan
N107,2.35,LRP002a,22.3788604,91.9066944,,Culvert,Culvert,False,nan
N107,2.957,LRP002b,22.3746382,91.9064722,,CrossRoad,"Z 1065, Maizzertek udarbanna road",False,nan
N107,3.018,LRP003,22.3735827,91.9065,,KmPost,Km post missing,False,nan
N107,3.344,LRP003a,22.3708604,91.9071667,,Culvert,Box culvert,False,nan
N107,3.78,LRP003b,22.3665278,91.9081389,,Culvert,Pipe Culvert,False,nan
N107,4.018,LRP004,22.3648889,91.9084444,,KmPost,Km post missing,False,nan
N107,4.37,LRP004a,22.3622778,91.9105833,,Culvert,Pipe culvert,False,nan
N107,4.457,LRP004b,22.362,91.911,,Culvert,Box Culvert,False,nan
N107,4.796,LRP004c,22.3601111,91.9134444,BS,Bridge,Bridge start,False,nan
N107,4.836,LRP004d,22.3598056,91.9135833,BE,Bridge,Bridge end,False,nan
N107,5.018,LRP005,22.3582778,91.9136389,,KmPost,Km post missing,False,nan
N107,5.265,LRP005a,22.3559722,91.9136667,,CrossRoad,Road to Ahala darbar  Sharif (Z1802),False,nan
N107,6.018,LRP006,22.3501944,91.9155278,,KmPost,Km post missing,False,nan
N107,6.638,LRP006a,22.3460552,91.9178049,,Culvert,Box culvert,False,nan
N107,7.018,LRP007,22.3426941,91.9173604,,KmPost,Km post missing,False,nan
N107,7.187,LRP007a,22.3411663,91.9171938,BS,Bridge,Bridge start,False,nan
N107,7.259,LRP007b,22.340583,91.9171104,BE,Bridge,Bridge end,False,nan
N107,8.018,LRP008,22.333833,91.9159722,,KmPost,Km post missing,False,nan
N107,8.493,LRP008a,22.3297493,91.9147778,,Culvert,Box culvert,False,nan
N107,8.802,LRP008b,22.3276382,91.9141389,,Culvert,Pipe  culvert,False,nan
N107,8.847,LRP008c,22.3269716,91.9146389,,Culvert,Box Culvert,False,nan
N107,9.018,LRP009,22.3259438,91.9158056,,KmPost,Km post missing,False,nan
N107,9.942,LRP009a,22.3191938,91.9195549,,"SideRoad,Right","Z 1070, Patya Monewsertek Anwara road",False,nan
N107,10.018,LRP010,22.3187216,91.9205271,,KmPost / Culvert,Km post missing / Box culvert,False,nan
N107,10.542,LRPE,22.3159722,91.9235827,,Others,Intersection with N1 at Moneswartek.,False,nan
N108,0.0,LRPS,22.1021389,92.0740827,,Others,Start of road from N1 at Keranirhat,True,intersection
N108,0.886,LRPSa,22.10375,92.082416,,Culvert,Box Culvert,False,nan
N108,1.019,LRP001,22.1039722,92.0836108,,KmPost,Bandarban 21 km,False,nan
N108,1.214,LRP001a,22.1045278,92.0852774,BS,Bridge,Bridge start,False,nan
N108,1.26,LRP001b,22.1046111,92.0854163,BE,Bridge,Bridge end,False,nan
N108,1.586,LRP001c,22.1064167,92.0879163,,Culvert,Box Culvert,False,nan
N108,2.031,LRP001d,22.1088056,92.0913052,,Culvert,Box Culvert,False,nan
N108,2.042,LRP002,22.1090556,92.0915552,,KmPost,Bandarban 20 km,False,nan
N108,2.316,LRP002a,22.1096667,92.0940552,BS,Bridge,Bridge start,False,nan
N108,2.348,LRP002b,22.1097222,92.094333,BE,Bridge,Bridge end,False,nan
N108,2.573,LRP002c,22.1100556,92.0964997,BS,Bridge,Bridge start,False,nan
N108,2.598,LRP002d,22.1100556,92.0967219,BE,Bridge,Bridge end,False,nan
N108,3.042,LRP003,22.1111389,92.1008333,,KmPost,Km post missing,False,nan
N108,4.042,LRP004,22.1164167,92.1084722,,KmPost,Km post missing,False,nan
N108,4.991,LRP004a,22.1225549,92.1147778,BS,Bridge,Bridge Start,False,nan
N108,5.089,LRP004b,22.123166,92.1153889,BE,Bridge,Bridge end,False,nan
N108,5.092,LRP005,22.1231938,92.1153611,,KmPost,Bandarban 17 km,False,nan
N108,5.378,LRP005a,22.1245549,92.1175827,,Culvert,Box Culvert,False,nan
N108,5.524,LRP005b,22.124666,92.1190271,,Culvert,Box Culvert,False,nan
N108,5.793,LRP005c,22.1248604,92.1216104,,Culvert,Box Culvert,False,nan
N108,6.092,LRP006,22.1255827,92.124416,,KmPost,Km post missing,False,nan
N108,6.212,LRP006a,22.1262771,92.1252771,BS,Bridge,Bridge start,False,nan
N108,6.249,LRP006b,22.1264716,92.1255271,BE,Bridge,Bridge end,False,nan
N108,7.036,LRP006c,22.1276104,92.1327493,BS,Bridge,Bridge start,False,nan
N108,7.087,LRP006d,22.127666,92.1332216,BE,Bridge,Bridge end,False,nan
N108,7.088,LRP007,22.127666,92.1332493,,KmPost,Bandarban 15 km,False,nan
N108,7.1,LRP007a,22.1277771,92.1348608,,Culvert,Box Culvert,False,nan
N108,7.248,LRP007b,22.1273882,92.1395274,,Culvert / Culvert,Box Culvert / Box Culvert,False,nan
N108,8.079,LRP008,22.1268327,92.1426108,,KmPost,Bandarban 14 km,False,nan
N108,8.431,LRP008a,22.1278049,92.145833,BS,Bridge,Bridge start,False,nan
N108,8.451,LRP008b,22.1278049,92.1459997,BE,Bridge,Bridge end,False,nan
N108,9.079,LRP009,22.1286382,92.1520833,,KmPost,Km post missing,False,nan
N108,10.099,LRP010,22.1312493,92.1608889,,KmPost,Bandarban 12 km,False,nan
N108,10.112,LRP010a,22.1313604,92.1608889,,Culvert,Box Culvert,False,nan
N108,10.58,LRP010b,22.1349441,92.1621389,,Culvert,Box Culvert,False,nan
N108,11.114,LRP011,22.1359719,92.16625,,KmPost,Bandarban 11 km,False,nan
N108,12.009,LRP011a,22.1405274,92.1709716,BS,Bridge,Bridge start,False,nan
N108,12.083,LRP011b,22.1406663,92.171666,BE,Bridge,Bridge end,False,nan
N108,12.144,LRP012,22.1408608,92.1722216,,KmPost,Bandarban 10 km,False,nan
N108,12.327,LRP012a,22.1421941,92.1733049,,Culvert,Box Culvert,False,nan
N108,12.462,LRP012b,22.1426386,92.1743327,BS,Bridge,Bridge start,False,nan
N108,12.478,LRP012c,22.1426108,92.1744993,BE,Bridge,Bridge end,False,nan
N108,12.633,LRP012d,22.1427774,92.1757771,BS,Bridge,Bridge start,False,nan
N108,12.648,LRP012e,22.142833,92.1758049,BE,Bridge,Bridge end,False,nan
N108,12.72,LRP012f,22.1435552,92.1765271,BS,Bridge,Bridge start,False,nan
N108,12.734,LRP012g,22.1436108,92.1765827,BE,Bridge,Bridge end,False,nan
N108,12.79,LRP012h,22.143833,92.1768604,BS,Bridge,Bridge start,False,nan
N108,12.804,LRP012i,22.1439163,92.1769438,BE,Bridge,Bridge end,False,nan
N108,13.109,LRP012j,22.1461108,92.1779438,BS,Bridge,Bridge start,False,nan
N108,13.132,LRP012k,22.1461941,92.1780827,BE,Bridge,Bridge end,False,nan
N108,13.156,LRP013,22.1464163,92.1782771,,KmPost,Bandarban  9 km,False,nan
N108,13.299,LRP013a,22.147583,92.1786382,BS,Bridge,Bridge start,False,nan
N108,13.314,LRP013b,22.1476941,92.1786382,BE,Bridge,Bridge end,False,nan
N108,13.518,LRP013c,22.1521944,92.1803882,,Culvert / Culvert,Box Culvert / Box Culvert,False,nan
N108,13.951,LRP013e,22.1527778,92.1801938,,Culvert,Box Culvert,False,nan
N108,14.086,LRP013f,22.1539722,92.1797493,,Culvert,Box Culvert,False,nan
N108,14.156,LRP014,22.1545833,92.1794993,,KmPost,Km post missing,False,nan
N108,14.178,LRP014a,22.1547222,92.1794716,,Culvert,Box Culvert,False,nan
N108,14.19,LRP014b,22.1551389,92.1791382,,Culvert,Box Culvert,False,nan
N108,14.202,LRP014c,22.1559444,92.1788604,,Culvert,Box Culvert,False,nan
N108,14.321,LRP014d,22.1556667,92.178916,,Culvert,Box Culvert,False,nan
N108,14.385,LRP014e,22.1562778,92.1785827,,Culvert,Box Culvert,False,nan
N108,14.756,LRP014f,22.1591667,92.1768882,,Culvert,Box Culvert,False,nan
N108,14.812,LRP014g,22.1596389,92.1766382,,Culvert,Box Culvert,False,nan
N108,14.908,LRP014h,22.1603056,92.1762771,,Culvert,Box Culvert,False,nan
N108,15.201,LRP015,22.1623056,92.1769993,,KmPost,Bandarban 7 km,False,nan
N108,15.288,LRP015a,22.16275,92.1775827,BS,Bridge,Bridge start,False,nan
N108,15.333,LRP015b,22.1631111,92.1777771,BE,Bridge,Bridge end,False,nan
N108,16.219,LRP016,22.1684993,92.181916,,KmPost,Bandarban 6 km,True,intersection
N108,17.221,LRP017,22.1742493,92.1862774,,KmPost,Bandarban 5 km,False,nan
N108,18.215,LRP018,22.1813604,92.1911108,,KmPost,Bandarban 4 km,False,nan
N108,18.857,LRP018a,22.1822771,92.1957219,BS,Bridge,Bridge start,False,nan
N108,18.874,LRP018b,22.1823327,92.195833,BE,Bridge,Bridge end,False,nan
N108,19.216,LRP019,22.1846108,92.1977497,,KmPost,Bandarban 3 km,False,nan
N108,20.21,LRP020,22.1837774,92.2051944,,KmPost,Inf missing,False,nan
N108,20.342,LRP020a,22.1831938,92.2061944,BS,Bridge,Bridge start,True,intersection
N108,20.377,LRP020b,22.1831104,92.2065556,BE,Bridge,Bridge end,False,nan
N108,20.652,LRP020c,22.1846941,92.2083333,BS,Bridge,Bridge start,False,nan
N108,20.664,LRP020d,22.1847219,92.2084167,BE,Bridge,Bridge end,False,nan
N108,20.89,LRP020e,22.1850274,92.2103611,,Culvert,Box Culvert,False,nan
N108,21.153,LRP020f,22.1868608,92.2119167,,Culvert,Box Culvert,False,nan
N108,21.222,LRP021,22.1866941,92.2123889,,KmPost,Inf missing,False,nan
N108,21.287,LRP021a,22.186333,92.2128889,,Culvert,Box Culvert,False,nan
N108,21.587,LRP021b,22.1878608,92.21375,BS,Bridge,Bridge start,False,nan
N108,21.593,LRP021c,22.1878608,92.2138333,BE,Bridge,Bridge end,False,nan
N108,21.71,LRP021d,22.1887219,92.2143889,BS,Bridge,Bridge start,False,nan
N108,21.74,LRP021e,22.1889441,92.2145278,BE,Bridge,Bridge end,False,nan
N108,21.863,LRP021f,22.1899163,92.2150833,BS,Bridge,Bridge start,False,nan
N108,21.907,LRP021g,22.1901941,92.2151944,BE,Bridge,Bridge end,False,nan
N108,22.01,LRP021h,22.1911663,92.215,,"SideRoad,Right","Z 1811, Bandarban-Thanchi road",True,intersection
N108,22.231,LRP022,22.1930274,92.2156111,,KmPost,Bandarban 0 km,False,nan
N108,22.541,LRPE,22.1960552,92.2176104,,Others,End of road Intersecting R161 at Bandarban,False,nan
N109,0.0,LRPS,21.4433608,92.1014722,,Others,Road Start from N1 at after Ramu Hospital.,True,intersection
N109,0.125,LRPSa,21.4423052,92.1019167,BS,Bridge,Bridge start,False,nan
N109,0.175,LRPSb,21.4418886,92.1019444,BE,Bridge,Bridge end,False,nan
N109,0.305,LRPSc,21.4407774,92.1022778,BS,Bridge,Bridge start,False,nan
N109,0.328,LRPSd,21.440583,92.1018056,BE,Bridge,Bridge end,False,nan
N109,0.921,LRPSe,21.4352774,92.103,,Culvert,Box culvert,False,nan
N109,0.945,LRP001,21.435083,92.1030278,,KmPost,Info.Missing,False,nan
N109,1.585,LRP001a,21.4295271,92.1041667,,"SideRoad,Left","Z1009 ,Ramu-Maricha road",False,nan
N109,1.78,LRP001b,21.4292216,92.102,,Culvert,Box Culvert,False,nan
N109,1.945,LRP002,21.4290271,92.1006111,,KmPost,Km post missing,True,intersection
N109,2.32,LRP002a,21.4286382,92.0971108,,Culvert,Box culvert,False,nan
N109,2.51,LRPE,21.4284716,92.0953052,,Others,Road end with Khalekuzzaman Chattar at N1.,False,nan
N110,0.0,LRPS,21.4259438,92.0232493,,Others,"Road Start from N1 at Teknaff 79 Km Cox,s Bazar 8 Km.",True,intersection
N110,0.38,LRPSa,21.4248049,92.0199438,,Culvert,Box culvert,False,nan
N110,0.837,LRPSb,21.4246104,92.0156111,,Culvert,Box culvert,False,nan
N110,0.951,LRPSc,21.4245827,92.0145,,Culvert,Box culvert,False,nan
N110,1.0,LRP001,21.4245827,92.0139722,,KmPost,Km post missing,True,intersection
N110,1.442,LRP001a,21.4260271,92.0102222,,Culvert,Box culvert,False,nan
N110,1.79,LRP001b,21.4271382,92.0071111,,Culvert,Box culvert,False,nan
N110,1.89,LRP001c,21.4271938,92.0061667,,"SideRoad,Right",Road to Jhinuk Market (R180),False,nan
N110,2.0,LRP002,21.4269438,92.0051111,,KmPost,Km post missing,True,intersection
N110,2.054,LRP002a,21.4267493,92.0046944,,Culvert,Box culvert,True,intersection
N110,2.612,LRP002b,21.4251382,91.9997219,,Culvert,Box culvert,False,nan
N110,3.0,LRP003,21.423416,91.9964441,,KmPost,Km post missing,True,intersection
N110,3.342,LRP003a,21.4219716,91.993583,,Culvert,Box culvert,False,nan
N110,3.594,LRP003b,21.4208882,91.9914719,,Culvert,Box culvert,False,nan
N110,3.98,LRP004,21.4182771,91.9891663,,KmPost,"Cox,s Bazar 4 km",False,nan
N110,4.542,LRP004a,21.4159167,91.9844719,,Culvert,Road to Himchari (Z1098),False,nan
N110,4.578,LRP004b,21.4160833,91.9842497,,Culvert,Box culvert,False,nan
N110,4.788,LRP004c,21.4177216,91.983333,,Culvert,Box culvert,False,nan
N110,4.98,LRP005,21.4193604,91.9823882,,KmPost,Km post missing,False,nan
N110,5.085,LRP005a,21.4201938,91.9819438,,Culvert,Box culvert,False,nan
N110,5.285,LRP005b,21.4218049,91.9810549,,Culvert,Box culvert,False,nan
N110,5.482,LRP005c,21.4233604,91.9801938,,Culvert,Box culvert,False,nan
N110,5.878,LRP005d,21.426416,91.9783604,,Culvert,Box culvert,False,nan
N110,5.98,LRP006,21.4273327,91.9779993,,KmPost,Km post missing,False,nan
N110,6.042,LRP006a,21.4277771,91.9777493,,Culvert,Box culvert,False,nan
N110,6.324,LRP006b,21.429916,91.9764993,,Culvert,Box culvert,False,nan
N110,6.4,LRP007,21.4305271,91.976166,,KmPost,"Cox,s Bazar 2 km",False,nan
N110,6.5,LRP007a,21.4305549,91.9761382,,Culvert,Box Culvert,False,nan
N110,6.6,LRP007b,21.4310549,91.9757771,,Culvert,Box Culvert,True,intersection
N110,7.4,LRP007c,21.4341386,91.9726382,,Culvert,Box Culvert,False,nan
N110,7.56,LRP008,21.4359997,91.9715827,,KmPost,Infor.missing,False,nan
N111,0.0,LRPS,22.3934441,91.7491386,,Others,Start of road from N1,True,intersection
N111,0.744,LRPSa,22.3904997,91.7533889,,Culvert,Box culvert,False,nan
N111,0.905,LRP001,22.3891663,91.7538889,,KmPost,Bandar 1 km,False,nan
N111,1.01,LRP001a,22.3882219,91.7541944,,Culvert,Box culvert,False,nan
N111,1.509,LRP001b,22.3838886,91.7557222,,Culvert,Box culvert,False,nan
N111,1.905,LRP002,22.3801938,91.7566667,,KmPost,Km post missing,False,nan
N111,2.0,LRP002a,22.3798327,91.7570278,,Culvert,Box culvert,True,intersection
N111,2.269,LRP002b,22.3774993,91.7576944,,Culvert,Box culvert,False,nan
N111,2.45,LRP002c,22.3759993,91.7582222,,Culvert,Box culvert,False,nan
N111,2.617,LRP002d,22.3746382,91.75875,,Culvert,Box culvert,False,nan
N111,2.905,LRP003,22.3719993,91.7588889,,KmPost,Km post missing,False,nan
N111,2.954,LRP003a,22.3716938,91.7591389,,Culvert,Box culvert,False,nan
N111,3.14,LRP003b,22.3700827,91.7591111,,Culvert,Box culvert,False,nan
N111,3.72,LRP003c,22.3648889,91.7598056,,Culvert,Box culvert,False,nan
N111,3.905,LRP004,22.3627778,91.7600278,,KmPost,Km post missing,False,nan
N111,4.03,LRP004a,22.3622222,91.7603056,,Culvert,Box culvert,False,nan
N111,4.44,LRP004b,22.3586389,91.7604722,,Culvert,Box culvert,False,nan
N111,4.95,LRP005,22.3549444,91.76075,,KmPost,Bandar 5 km,False,nan
N111,5.155,LRP005a,22.3523333,91.7601667,,Culvert,Box culvert,False,nan
N111,5.702,LRP005b,22.3474719,91.7611389,,Culvert,Box culvert,False,nan
N111,5.988,LRP006,22.3452219,91.7617222,,KmPost,Bandar 6 km,False,nan
N111,6.258,LRP006a,22.3427497,91.7625278,,Culvert,Box culvert,False,nan
N111,6.619,LRP006b,22.3396108,91.7635,,Culvert,Box culvert,False,nan
N111,6.988,LRP007,22.3372774,91.76425,,KmPost,Km post missing,False,nan
N111,7.147,LRP007a,22.33579768337596,91.76560524117647,,Culvert,Box culvert,False,nan
N111,7.379,LRP007b,22.3336386,91.7675827,,Culvert,Box culvert,False,nan
N111,7.964,LRP007c,22.3309993,91.7715549,,Culvert,Box culvert,False,nan
N111,8.0,LRP008,22.3308327,91.7718327,,KmPost,Bandar 4 km,True,intersection
N111,8.07,LRP008a,22.3306938,91.7723882,,Culvert,Box culvert,True,intersection
N111,8.408,LRP008b,22.328666,91.774666,,Culvert,Box culvert,False,nan
N111,8.84,LRP008c,22.3253882,91.7770549,,Culvert,Box culvert,False,nan
N111,9.0,LRP009,22.3242771,91.7780827,,KmPost,Km post missing,True,intersection
N111,9.065,LRP009a,22.3239993,91.7785827,,Culvert,Box culvert,False,nan
N111,9.613,LRP009b,22.3205271,91.7823882,,Culvert,Box culvert,False,nan
N111,9.891,LRP009c,22.3187771,91.7842219,,Culvert,Box culvert,False,nan
N111,9.932,LRP009d,22.3185827,91.7844719,,Culvert,Box culvert,False,nan
N111,10.04,LRP010,22.317916,91.7852219,,KmPost,Bandar 4 km,False,nan
N111,10.18,LRP010a,22.3170827,91.7861663,,Others,Toll plaza,True,intersection
N111,10.79,LRP010b,22.314,91.7906941,BS,Bridge,Bridge start,False,nan
N111,10.921,LRP010c,22.3132778,91.7916663,BE,Bridge,Bridge end,False,nan
N111,11.04,LRP011,22.3123056,91.7923052,,KmPost,Km post missing,False,nan
N111,11.44,LRP011a,22.31269448,91.79204964,,Bridge,Flyover start,False,nan
N111,12.04,LRP012,22.3132778,91.7916663,,KmPost,Km post missing,False,nan
N111,12.434,LRP012a,22.2992219,91.7925274,,Bridge,Flyover end,False,nan
N111,12.66,LRPE,22.2984719,91.7922219,,Others,End od road at Chittagong port.,False,nan
